Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language
Neeye Nijam,2005,126,6.9,24,Drama,tamil
Madhanam,2019,128,8.9,9,"Comedy, Romance",telugu
Hyderabad Ki Nazneen,1952,126,6.9,24,Drama,hindi
Daakghor,2018,46,6.9,24,Drama,bengali
Coolie,2004,137,6.3,26,Action,bhojpuri
Ilamura Thamburan,1998,126,4.7,6,Drama,malayalam
Khoon Pasina,1977,210,6.2,352,"Action, Drama",hindi
Seeta Salma Suzy,1992,137,5.5,21,Action,hindi
Suhaagan,1986,137.5,6.4,10,Unknown,punjabi
Ganesh,2009,133,5,257,Romance,telugu
Karwane Hayat,1935,122,6,6,Unknown,urdu
Iron Man,2008,126,7.9,954861,"Action, Adventure, Sci-Fi",urdu
Choti Si Kahani,2011,680,5.7,12,Drama,urdu
Shiva Sainya,1996,138,8.5,12,"Action, Drama",kannada
Pita Maata Santan,1997,136,5.9,144.5,"Action, Drama, Romance",bengali
Punnagai Poove,2003,133,5.6,22,Romance,tamil
Ek Musafir Ek Hasina,1962,137.5,6.6,48,"Action, Comedy, Mystery",oriya
Yechchil Iravugal,1982,137.5,3.6,5,Unknown,tamil
Swarnakireedam,1996,137.5,6.4,10,Unknown,malayalam
Samhaara,2018,139,6,43,"Action, Thriller",kannada
Aro Oral,2017,11.5,8.3,15,"Short, Mystery",malayalam
Puthiya Katru,1975,126,6.9,24,Drama,tamil
1 Pandhu 4 Run 1 Wicket,2014,107,6.9,24,Drama,tamil
Zid,2014,126,4.4,1066,"Crime, Romance, Thriller",hindi
Ayalathe Sundari,1974,168,7.1,8,"Comedy, Musical",malayalam
Inakkilly,1984,136,6.7,61.5,"Drama, Romance",malayalam
Sampoorna Mahabharat,1983,155,7.8,10,"Action, Adventure, Drama",gujarati
Pratibad,1971,126,6.9,24,Drama,bengali
Izzatdaar,1990,172,5.2,177,"Action, Crime, Drama",hindi
Minor Raja,1991,130,6.5,13,Comedy,telugu
Ullasappoonkattu,1997,130,4.8,54,Comedy,malayalam
Salaar,2022,137,5.5,21,Action,kannada
Dhaani,2016,136.5,8.4,30,"Family, Romance",urdu
Kaivazhikal Piriyumbol,1977,137.5,6.4,10,Unknown,malayalam
Nyayam Meere Cheppali,1985,137.5,5.8,9,Unknown,telugu
Tan-Badan,1986,115,5.1,37,Drama,hindi
Miss Priyambada,1967,93,7.1,12,Romance,bengali
Devar,1966,156,7.2,81,"Crime, Drama, Romance",hindi
Naaji,1959,126,6.9,24,Drama,punjabi
Kuch Der Aur,2018,65,8.5,41,Drama,hindi
Krantiveer: The Revolution,2010,159,4.6,19,"Action, Crime, Drama",hindi
Manasupaddanu Kani,2000,133,6.2,31,Romance,telugu
Pyar aur Paisa,1991,137.5,6.4,10,Unknown,urdu
Dak Babu,1954,124,6.6,25,"Drama, Family",hindi
Chhalaang,2020,136,6.4,15444,"Comedy, Drama",hindi
Kallan Avaran,2019,21,7.8,10,"Short, Drama",malayalam
Mastuto Bhai,1934,126,6.9,24,Drama,bengali
Tuesdays and Fridays,2021,106,4.5,407,"Comedy, Musical, Romance",hindi
Varna Vasanthangal,2016,128,6.9,24,Drama,malayalam
Pigman,2013,150,5.1,32,"Drama, Family",malayalam
Amar Suhagin,1978,137.5,6.4,10,Unknown,hindi
Father Chitti Umaa Kaarthik,2021,126,6.5,30,Drama,telugu
Mr. India,1987,179,7.8,14265,"Action, Comedy, Drama",hindi
Chukkan,1994,158,5,23,Drama,malayalam
Kushthi,2006,130,6.1,42,Comedy,tamil
Bilu: A demon within,2017,128,7.1,133,"Drama, Fantasy",bengali
Leather Life,2015,118,6.5,10,Drama,punjabi
Hum Tum Pe Marte Hain,1999,165,5.3,483,"Comedy, Drama, Romance",hindi
Vaettiya Madichu Kattu,1998,130,5.5,19,Comedy,tamil
Nenu Nene Ramune,2018,105,6.9,24,Drama,telugu
Laal Joda,2001,118,6,32,Thriller,hindi
"Brakefail, The 4 mechanics",2010,130,6.1,42,Comedy,bengali
Borbaad,2014,140,5.4,197,"Action, Drama, Romance",bengali
Meera Ke Girdhar,1992,126,6.9,24,Drama,hindi
Zehreeli,1977,130.5,6.4,290,"Action, Crime, Mystery",hindi
Champion Thomas,1990,107,5.6,8,Comedy,malayalam
Maa Daivam,1976,130,6.6,10,Musical,telugu
Aaj Sandhyay,1954,137.5,6.4,10,Unknown,bengali
Saanjhbatir Roopkathara,2002,120,6.2,145,"Drama, Family",bengali
Utkarsha,1990,137.5,6.4,10,Unknown,kannada
Manasa,2013,126,6.9,24,Drama,kannada
Ladki Sahyadri Ki,1966,159.5,5,9,"Musical, Drama",hindi
Darshan: The Embrace,2005,92,6.4,184,Documentary,malayalam
Johra Bai,2000,137,5.5,21,Action,hindi
Har Har Byomkesh,2015,113,6.8,852,"Action, Thriller",bengali
Chaalbaaz Leader,1970,126,6.9,24,Drama,hindi
Prithvi,1994,137.5,8.3,6,Unknown,nepali
Jinn,,130,5.5,21,Action,bengali
Nistaran,2019,92,6.9,24,Drama,hindi
Do Haath 100 Bandooken,1974,137,5.5,21,Action,hindi
Ruby,1986,126,6.9,24,Drama,urdu
Sabak,1950,137.5,6.4,10,Unknown,hindi
Ostittey Amar Desh,2007,122.5,7.6,9,War,bengali
Naadham,1983,137.5,6.4,10,Unknown,malayalam
Salawati,2008,82,6.9,24,Drama,tamil
Armaan,2013,140,6.8,43,"Comedy, Drama, Romance",oriya
Purano Bullet,2019,126,6.9,24,Drama,nepali
Vinayakudu,2008,133,7.2,79,"Comedy, Romance",tamil
Jalladon Ka Jallad,2004,137,5.5,21,Action,hindi
Bhinna,2019,95,7.4,28,Thriller,kannada
Adhu,2004,126,6.9,24,Drama,tamil
Virodhi,2011,126,6.6,34,Drama,telugu
Umno O Jhumno,1975,126,6.9,24,Drama,bengali
Anokha Aspatal,1989,91,6.8,12,Comedy,hindi
Dhill,2001,158,7,789,"Action, Drama",tamil
Mudhal Idam,2011,145,6.1,164,"Comedy, Romance",tamil
Raja Malaya Simhan,1959,137.5,6.4,10,Unknown,telugu
Mangaata,2016,107,6.9,24,Drama,kannada
Hiro Ghoghe Jai Avyo,1983,130,6.1,42,Comedy,gujarati
Savidham,1992,133,6.3,14,Romance,malayalam
Aavartan,2021,116,6.6,10,Musical,hindi
Itihaas Konna,2000,125,7.3,18.5,War,bengali
"I, Me aur Main",2013,108,4.6,1807,"Comedy, Drama, Musical",hindi
Envazhi Thani Vazhi,2015,130,3.4,19,Action,tamil
Saya E Khuda E Zuljalal,2016,105,6.9,129,"Action, Drama, History",urdu
Marg,1996,88,6.9,24,Drama,bengali
Irada,1971,133,6.2,31,Romance,hindi
Hind Ki Wali,1978,126,6.9,24,Drama,hindi
 Coke Studio,2008,15,6.6,8,Music,urdu
Parichay,1941,141,6.9,24,Drama,bengali
Sai V/S I,2017,137.5,6.4,10,Unknown,hindi
Teri Yaad,2021,3,8.5,16.5,"Short, Romance",urdu
Ajji,2017,104,6.9,939,Drama,hindi
Golmaal,2003,130,7,595,Comedy,telugu
Bangalore Bhootha,1975,137.5,6.4,10,Unknown,kannada
 Mann Mayal,2016,136,8.1,35,"Drama, Romance",oriya
The Sound of One Leg Dancing,2011,30,8,8,"Documentary, Short, Drama",nepali
"Right Here, Right Now",2003,28,7.9,209,"Short, Comedy, Drama",malayalam
Raja Thandiram,1984,137.5,7.2,5,Unknown,tamil
Raaste Kaa Patthar,1972,133,5.7,83,"Drama, Romance",hindi
Diste Tasa Naste,1956,137.5,6.4,10,Unknown,marathi
Pyaar Hi Pyaar Mein,2003,136,7.2,10,"Drama, Romance",urdu
Awaragardi,1990,137,5.4,8,Action,hindi
Ammaleni Puttinellu,1996,124,6.5,18,Family,telugu
Bharat Ke Shaheed,1972,130,7.2,52,"Drama, History",hindi
Lucky: No Time for Love,2005,180,4.7,3276,"Musical, Drama, Romance",hindi
Kalyug,1981,152,7.8,493,Drama,hindi
Jadui Ratan,1947,127.5,5.7,17,"Action, Fantasy",hindi
Theeviram,2020,108,5.5,22,"Drama, Thriller",tamil
Kalu,1987,137.5,6.4,10,Unknown,punjabi
Bhoomiyile Malakha,1965,137.5,6.4,10,Unknown,malayalam
Nedumi,2021,115,6,77,"Action, Drama",tamil
Kavi,1949,151,7.5,10,Drama,bengali
Poovarasan,1996,136,4.9,29,Unknown,tamil
Thacholy Thankappan,1984,137.5,6.4,10,Unknown,malayalam
Phir Aayee Barsat,1985,133,7.8,6,Romance,hindi
Loh Purush,1999,137,5.3,15,Action,hindi
Jollad,1998,137,5.5,21,Action,bengali
Idhem Pellaam Baaboy,1990,136,6.4,10,Unknown,telugu
Neerum Neruppum,1971,137.5,6.6,25,Unknown,tamil
Police Custody,1995,137,5.5,21,Action,hindi
Durga Aali Ghara,1996,126,6.9,24,Drama,marathi
Chirodini Tumi Je Amar,2008,180,6.7,367,Romance,bengali
Talismi Jazeera,1992,137.5,5.3,6,Unknown,urdu
Asees,2018,127,7.5,191,Drama,punjabi
Superstar Kidnap,2015,120,6.6,631,Thriller,telugu
Kutty Srank: The Sailor of Hearts,2009,127,7,494,Drama,malayalam
Thiranthidu Seese,2015,123,6.5,26,"Drama, Thriller",tamil
Plaza Miranda,1971,137.5,6.4,10,Unknown,telugu
Before You Go-Love,2020,52,6.7,61.5,"Drama, Romance",hindi
Yalgaar,1992,192,5.4,413,"Action, Drama, Thriller",hindi
Naani,2004,155,5.3,1150,Romance,telugu
Nausherwan-E-Adil,1957,137,6.4,17,"Action, Adventure, Drama",oriya
Lovers,1983,138,4.7,27,"Comedy, Drama, Romance",hindi
Pagliyera Pokhiyun Jhain,2015,5,7.4,10,"Animation, Short",nepali
The Porter,1999,137.5,6.4,10,Unknown,malayalam
Sringara Velan,2013,170,3.2,217,Comedy,tamil
Unmaye Un Vilai Enna,1976,137.5,6.4,10,Unknown,tamil
Dar Si Jaati Hai Sila,2017,126,8.6,60,Drama,oriya
Panakkara Penn,1976,126,6.9,24,Drama,tamil
Nafrat,1987,137,5.5,21,Action,hindi
Amar Jonmobhumi,1973,122.5,7.3,18.5,War,bengali
Chand Sa Roshan Chehra,2005,120,4.8,52,Romance,hindi
Wedding Night Strories,2020,126,6.9,24,Drama,urdu
Seasons Greeting,2019,47,5.4,24,Drama,hindi
Raja Veetu Kannukutti,1984,127,6.4,10,Unknown,tamil
Jarasandha,1938,159.5,7.5,15.5,"Musical, Drama",telugu
Raman Abdullah,1997,137.5,5.3,15,Unknown,tamil
Maruthanattu Ilavrasi,1950,137.5,7.4,5,Unknown,tamil
Jalpari: The Desert Mermaid,2012,94,7.1,371,"Drama, Family, Mystery",hindi
Sandhya,1969,137.5,6.4,10,Unknown,malayalam
Prem Rahasya,1981,133,6.2,31,Romance,hindi
Dandam,2019,150,8.1,15,Action,marathi
Meenathil Thalikettu,1998,130,6.6,237,"Comedy, Drama, Family",malayalam
Oru Naal Iravil,2015,134,6.8,143,"Drama, Thriller",tamil
Phata Poster Nikhla Hero,2013,146,4.8,4423,"Action, Comedy",hindi
Chintamani,1956,158,6.9,24,Drama,telugu
Billoo Baadshah,1989,148,4.6,39,"Action, Crime, Drama",hindi
Prem Geet 2,2017,138,7.4,113,"Drama, Romance",nepali
Asthikkoru Aanum Asaikku Oru Ponnum,1962,133,6.2,31,Romance,tamil
Istam,2001,150,5.8,37,Romance,telugu
Nattukoru Nallavan,1959,137.5,6.4,10,Unknown,tamil
Khawaja Ki Diwani,1981,133,6.4,10,Unknown,hindi
Kathayariyathe,1981,122,6.9,24,Drama,malayalam
Tomake Chai,2017,121,5.3,91,Romance,bengali
Fariyaad,1942,137.5,6.4,10,Unknown,hindi
Shoonya,2020,126,6.9,24,Drama,hindi
Singara Chennai,2004,109,6.9,24,Drama,tamil
Baji,1963,125,7.5,10,Unknown,oriya
8MM Bullet,2018,146,7,64,Crime,kannada
Sesham Kazhchayil,1983,126,6.3,20,Drama,malayalam
Sher-e-Azam,2002,137.5,6.4,10,Unknown,punjabi
Suppryaputhran,1998,137.5,5.9,9,Unknown,malayalam
Nam Naadu,2007,160,4,18,"Action, Crime, Drama",tamil
Drishyam,2013,160,8.3,34691,"Crime, Drama, Thriller",malayalam
Hum Tumhe Yaad Aayenge,2000,133,6.2,31,Romance,hindi
 Dirilis: Ertugrul,2014,120,9.2,191,"Action, Adventure, Drama",urdu
Kaalai,2008,128,3.3,113,Action,tamil
My School,2018,137.5,6.4,10,Unknown,malayalam
Kirayadar,1986,146,6.3,75,"Comedy, Drama",hindi
Aliya Basu Gayab Hai,2020,126,6.9,24,Drama,hindi
Vazhi Piranthadu,1964,137.5,6.4,10,Unknown,tamil
Yaar Yaaro Ghorimele,2018,128,6.9,24,Drama,kannada
Dost Asava Tar Asa,1978,137.5,8.2,9,Unknown,marathi
Bhagyawan,1953,132,6.6,25,"Drama, Family",hindi
Ae phansaa,2008,130,6.1,42,Comedy,hindi
Bhalai,1943,137.5,6.4,10,Unknown,hindi
Jhalli,1973,137.5,6.4,10,Unknown,punjabi
Post Master,1955,137.5,6.4,10,Unknown,hindi
Jadui Putli,1946,137.5,6.4,10,Unknown,hindi
Ladtar,2021,126,6.9,24,Drama,marathi
Ali the Blind Boxer,2019,126,6.9,24,Drama,hindi
Panaah,2015,15,7.6,11,"Short, Crime, Drama",urdu
Sonali Cable,2014,127,5.4,970,"Comedy, Drama",hindi
Chitradurgada Onake Obavva,2019,126,7.15,12,History,kannada
Bombay to Bangkok,2008,120,4.6,415,"Comedy, Crime, Romance",hindi
Sandya My Love,2001,137.5,6.4,10,Unknown,malayalam
Nandakumar,1938,156,6.4,10,Unknown,tamil
Nandini Oppol,1994,125,5.2,11,Unknown,malayalam
Balanagamma,1981,137.5,4.8,11,Unknown,telugu
Aaghaat,2010,130,8,39,Drama,marathi
Acharam Ammini Osaram Omana,1977,131,5.1,9,"Comedy, Drama",malayalam
Durga Pooja,1962,126,6.9,24,Drama,hindi
Endharoo Mahanubhavulu,2018,137.5,6.4,10,Unknown,telugu
Nirahua Rickshawwala,2010,165,6.9,24,Drama,bhojpuri
Prakasan,2017,84,6.9,24,Drama,malayalam
Kumkuma Thanda Saubhagya,1985,137.5,6.4,10,Unknown,kannada
Aiven Raula Pai Gaya,2012,153,5.4,102,"Comedy, Drama, Musical",punjabi
Naariya Seere Kadda,2010,136,6.9,24,Drama,tamil
O' Faby,1993,,7.2,59,"Animation, Drama, Family",malayalam
Mysore Mallige,1991,126,7.8,62,Drama,kannada
Vaare Vah,2010,133,6.9,24,Drama,kannada
Son Of Manjeet Singh,2018,139,7.8,255,"Comedy, Drama, Sport",punjabi
Night in London,1967,143,6.6,37,"Action, Drama, Thriller",hindi
M.L.A.,1957,137.5,6.4,10,Unknown,telugu
Poothumbium Poovalanmarum,1997,137.5,3.6,5,Unknown,malayalam
Ek Hoti Rani,2016,137,6.2,31,Romance,marathi
Dahleez,1986,161,5.3,50,"Action, Drama",hindi
Mujrim,1944,137.5,6.4,10,Unknown,hindi
Rowdy Cheetah,2001,137,7.3,16,Action,hindi
Air Mail,1960,126,6.9,24,Drama,hindi
Nuvve Naa Bangaram,2014,126,6.9,24,Drama,telugu
Heropanti 2,2021,137,5.5,21,Action,hindi
Meera Shyam,1976,128,6.6,64,"Drama, Fantasy",hindi
Chhota Bheem in the Incan Adventure,2013,65,6.5,22,"Animation, Adventure, Fantasy",telugu
Thirbokigalu,2018,133,6.2,31,Romance,kannada
The Life Zindagi,2011,136,6.7,61.5,"Drama, Romance",hindi
Munna,2007,167,5.6,863,Action,telugu
Sanchu,2008,126,6.9,24,Drama,kannada
Ladki Badnaam Si,1991,120,6,32,Thriller,hindi
Melnattu Marumagal,1975,136,5.6,22,"Drama, Romance",tamil
Ek Kulti Ek,2013,124,4.6,22,Family,marathi
Shaadi Se Pehle Aur Shaadi Ke Baad,1989,87,6.9,24,Drama,hindi
Bhanta,2008,154,7.1,8,Drama,kannada
The Motorcycle Man,2020,100,6.05,15,Mystery,hindi
Thayi Thangai Pasam,1995,137.5,4.9,8,Unknown,tamil
Daal Me Kala,1964,128,6,21,"Comedy, Drama",hindi
Khatarnaak,1990,223,5.3,80,"Action, Crime, Drama",hindi
My Brother My Enemy,2005,43,8.4,9,"Documentary, Short",urdu
Gaban,1966,169,6.9,39,"Crime, Drama, Romance",bhojpuri
Zara Ka Nazariya,2018,15,8.2,9.5,Short,urdu
Ilzam,1970,133,6,106,"Action, Crime, Drama",hindi
A Gift of Love: Sifar,2019,95,8,29,"Drama, Romance",hindi
The Survivor,2016,27,9.9,7,Short,oriya
Adivaram,1997,137.5,6.4,10,Unknown,malayalam
Dhaka 86,1988,126,8.1,23,Drama,bengali
Lubna,1982,135,6.55,35.5,"Drama, Family, Romance",hindi
Yeh Friendship,2014,98,5.5,21,Action,urdu
Paapi - Ek Satya Katha,2013,115,3.8,27,Crime,bengali
Oor Mariyathai,1992,148,6.9,24,Drama,tamil
Prem Ki Ganga,1971,133,6.2,31,Romance,hindi
Khatta Meetha,2010,157,5.7,9698,"Comedy, Crime, Drama",hindi
Karimpin Poovinakkare,1985,127,7.1,68,"Action, Crime, Drama",malayalam
Saradha Bullodu,1996,131,4.8,32,"Comedy, Drama",telugu
Kasaba,2016,137,4.7,1149,"Action, Crime, Thriller",telugu
Gubbi Mele Bramhastra,2019,143,5,119,Comedy,kannada
Pathmatheertham,1978,137.5,6.4,10,Unknown,malayalam
Paakanum Pola Irukku,2017,136,6.7,61.5,"Drama, Romance",tamil
Private Practice,2011,146,6.9,24,Drama,bengali
Je Nodi Morupothay,1961,126,6.9,24,Drama,bengali
My Friend's Dulhania,2017,87,6.4,26,Romance,hindi
Sajan Ka Dard,1995,133,6.2,31,Romance,hindi
Karunamoyee,1978,126,6.9,24,Drama,hindi
Riyasat Aka Kingdom of Hearts,2005,126,6.2,10,Drama,urdu
Wafa Aka Loyalty,1999,40,6.9,24,Drama,urdu
Bajrangachi Kamaal,1994,137.5,7.1,17,Unknown,marathi
Uzhavan Magan,1987,137.5,8.4,8,Unknown,tamil
Tejimola,1967,137.5,6.4,10,Unknown,assamese
Bhoyanok Songghorso,2002,137,7,6,Action,bengali
Aalkoottathil Oruvan,2020,110,6.4,335,"Action, Drama, Thriller",malayalam
Butterfly (colors of love),2018,120,6,32,Thriller,nepali
Inspector Balram,1991,143,6.9,335,"Action, Drama, Thriller",malayalam
#Yaaram,2019,110,4.4,34,"Comedy, Romance",hindi
Ponmaalai Pozhudhu,2013,135,4.9,26,Romance,tamil
Kabuliwala,1993,138,6.9,228,"Comedy, Drama, Romance",malayalam
Khan,2017,126,6.9,24,Drama,urdu
Gaaju Bommalu,1983,131,6.9,24,Drama,telugu
The Jinx,2017,118,6,12,Thriller,hindi
Shuruaat,1993,135,6.7,61.5,"Drama, Romance",hindi
Rab Ton Sohna Ishq,2013,140,5.5,21,Action,punjabi
Josettante Hero,2012,129,3.6,21,Drama,malayalam
Neel Kamal,1947,116,7.7,75,"Drama, Musical, Romance",hindi
Mujhe Insaaf Chahiye,1983,133,6.5,45,"Drama, Romance",hindi
Mirza Juuliet,2017,130,4.1,100,Drama,hindi
Swarnakamalam,1988,143,7.9,448,"Drama, Musical, Romance",telugu
Chan Badshah (Chan gujjar),2007,137.5,6.4,10,Unknown,punjabi
Badi Didi,1939,128,6.4,10,Unknown,hindi
Jawab,1995,148,4.2,43,"Action, Drama, Romance",hindi
Ichchhaye Hazar,2000,120,6,32,Thriller,hindi
City Life,2015,130,6.1,42,Comedy,telugu
Deadly Affair,2020,97,4.2,6,Mystery,kannada
Raghuveera,2018,163,6.9,24,Drama,kannada
Yaariyan,2008,164,6.2,68,"Comedy, Drama, Musical",punjabi
Mangal Dada,1986,144,6,77,"Action, Drama",hindi
A Yellow Bird,2016,112,5.5,190,Drama,tamil
Madhura Naranga,2015,155,6.1,301,"Drama, Family, Romance",malayalam
Panchavadi Palam,1984,140,7.9,327,Comedy,malayalam
Kalua Bhail Sayan,2012,126,6.9,24,Drama,bhojpuri
Tobou Bhalobashi,2013,137,3.6,12,Action,bengali
Agun Niye Khela,1967,126,6.9,24,Drama,bengali
Nippu,2012,159,3.9,327,"Action, Comedy, Drama",telugu
Pune Via Bihar,2014,128,4.6,15,Romance,marathi
Bijli,1986,141.5,6,106,"Action, Crime, Drama",marathi
Seenu,1999,133,5.6,174,Romance,telugu
Mundri,1949,137.5,6.4,10,Unknown,punjabi
Zikr Hai Kai Saal Ka,1995,126,8.5,16,Drama,oriya
Bulandi,2000,175,5.4,624,"Action, Drama",hindi
Khilona,1970,160,7.2,324,"Drama, Musical, Romance",hindi
Mayakkazhcha,2008,136,6.8,48.5,"Drama, Mystery",malayalam
Rektha Sakshikal Zindabad,1998,145,5.8,138,"Action, Drama",malayalam
Panihari,1946,137.5,6.4,10,Unknown,hindi
Sharafat Gayi Tel Lene,2015,108,4.9,272,"Comedy, Drama, Mystery",hindi
Bedhadak,2018,126,4.8,5,"Action, Drama, Sport",marathi
Pralobhan,2015,7,8.1,9,"Short, Drama",nepali
Bommalattam,1968,165,6.6,18,Unknown,tamil
Arab Ka Saudagar,1956,126,6.9,24,Drama,hindi
Daku Aur Police,1992,137.5,6.4,10,Unknown,hindi
Abhinoy,1938,126,6.9,24,Drama,bengali
Subbu,2001,126,4.4,309,Drama,telugu
Honey the Young Girl,2018,11.5,8.1,6.5,"Short, Family",malayalam
Mamta,1977,126,6.9,24,Drama,hindi
Karunthel Kannayiram,1972,137.5,6.4,10,Unknown,tamil
Ksheera Sagara,1992,132,6.4,10,Unknown,kannada
Arohi,1965,124,7.2,12,Drama,bengali
Justice Rudramadevi,1990,126,6.9,24,Drama,telugu
Meerabai,1940,137.5,6.4,10,Unknown,telugu
Professor Janaki,1983,137.5,6.4,10,Unknown,malayalam
Tu Hi Kaali Tu Hi Durga,1976,126,6.9,24,Drama,hindi
Badla,2004,144,6,77,"Action, Drama",hindi
Soorakathu,2017,137.5,6.4,10,Unknown,tamil
Harud,2010,96,6.4,218,Drama,oriya
Agni Pareeksha,1970,137.5,2.7,10,Unknown,telugu
Khoonkar Darinde,2000,112,5,22,Horror,hindi
Maa intiki Randi,1983,125,6.9,24,Drama,telugu
Shoot on Sight,2007,110,6.1,1614,"Crime, Drama, Thriller",urdu
Pattampoochi,1975,148,6.7,61.5,"Drama, Romance",tamil
Kurmaiyan,2018,132,5.6,33,"Comedy, Drama, Family",punjabi
Thanga Kalasam,1988,116,6.4,10,Unknown,tamil
Victim,2020,127,6.4,113.5,"Crime, Thriller",telugu
Nivuru,2018,132,6.9,24,Drama,telugu
Chhakka Panja 3,2018,145,4.9,180,Comedy,nepali
Unmanned: America's Drone Wars,2013,63,7.5,82,"Documentary, War",urdu
Aatagara,2015,129,8,458,"Mystery, Romance, Thriller",kannada
Kil Kil Mera Naa,1976,137.5,6.4,10,Unknown,punjabi
Rasaleela,2012,133,6.2,31,Romance,malayalam
Dal: The Gang,2001,137,5.5,6,Action,hindi
U kathe hero,2018,118,6.8,41,"Action, Thriller",telugu
Vijaypath,2015,135,6.9,24,Drama,bhojpuri
Amudha,1975,126,6.9,24,Drama,tamil
Shree Swosthani,1994,126,6.9,24,Drama,nepali
Aangan,1959,120,6.6,31,"Music, Romance",hindi
Pothwari Seviyan,2008,131,6.3,94,"Comedy, Drama",urdu
Veer Babruwahan,1950,137.5,6.4,10,Unknown,hindi
Heropanti,2014,146,5.3,8222,"Action, Romance",hindi
Bhim Garjana,1989,126,6.9,24,Drama,hindi
Friends,2002,179,6.1,42,Comedy,kannada
Ko Afno Redux,2021,140,6.9,24,Drama,nepali
Mee Intikosthe Emistaaru Maa Intikoste Emi Testaaru,2004,150,6.9,24,Drama,telugu
Satyameva Jayate 2,2021,122,6,106,"Action, Crime, Drama",hindi
Preethse,2000,155,7.7,26,Thriller,kannada
Pitribhumi,2007,126,7,43,Drama,bengali
Barah Aana,2009,97,6.8,1145,"Comedy, Crime, Drama",hindi
Chhakke Panje,1987,130,6.5,13,Comedy,marathi
Aamne Samne,1982,143,6.4,53,"Action, Crime, Drama",hindi
Nirupedalu,1954,163,6.4,10,Unknown,telugu
Dheepan,2015,115,7.2,14676,"Crime, Drama",tamil
Stage,1951,137.5,6.4,10,Unknown,hindi
Sharmeelee,1971,164,7,151,"Mystery, Musical, Romance",hindi
Sinhal Dweep Ki Sundari,1960,135.5,6.6,15,Fantasy,hindi
Indrajith,1990,130,6.7,16,Action,telugu
Rukuni Koina,2018,126,6.9,24,Drama,assamese
Leela,2019,126,6.9,24,Drama,bengali
Control 'C',2016,112,5,22,Horror,telugu
 Pokhara.com,2003,130,6.6,10,Musical,nepali
Football Champion,1973,137.5,6.8,6,Unknown,malayalam
Lucky,2012,148,6.2,200,"Comedy, Romance",kannada
Gajendra,2013,137,5.5,21,Action,kannada
Kathai Kathayam Karnamam,1987,135,6.9,24,Drama,tamil
Desh Re Joya Dada Pardesh Joya,1998,167,7.4,21,Drama,gujarati
Ahista Ahista,2006,122,7,1474,"Drama, Romance",hindi
Puratchi Thalaivi,2021,127.5,7.6,19,Biography,tamil
Keemti Aansoo,1935,154,6.4,10,Unknown,hindi
Lipstick Under My Burkha,2016,117,6.8,6288,"Comedy, Drama",hindi
Teefa In Trouble,2018,155,7.2,3307,"Action, Comedy, Crime",urdu
Bhulokamlo Yamalokam,1966,143,6.6,15,Fantasy,telugu
Aagamanam,1980,137.5,6.4,10,Unknown,malayalam
Not Only Mrs. Raut,2003,137.5,7.9,53,Unknown,marathi
Nasoor,1985,126,6.2,11,Drama,hindi
Kodalu Pilla,1972,144,6.6,10,Musical,telugu
Sarapanjaram,1979,143,6.7,23,"Action, Drama, Thriller",malayalam
Manzoor,1949,136,6.7,61.5,"Drama, Romance",hindi
Idam,2019,83,6.9,24,Drama,malayalam
Irattaival Kuruvi,1987,137.5,7,76,Unknown,tamil
Mundadugu,1983,151,5.8,20,"Action, Drama",telugu
Charuseela,2016,120,5.7,19,Thriller,telugu
Preet Ka Daman,2021,124,6.5,18,Family,bhojpuri
 Burka Avenger,2013,95.5,6.8,185,"Animation, Action, Adventure",urdu
Duniyadari,2013,142,7.4,1551,Drama,marathi
Navelru... Half Boiled,2019,118,7.6,36,Drama,kannada
Mohana,2018,104,6.1,42,Comedy,tamil
Sasinas,1995,103,6.4,10,Unknown,malayalam
Man Samman,1993,152,6.9,24,Drama,bengali
Baysabro,2015,6,7.8,6,"Short, Adventure",urdu
Daava,1997,145,4.5,562,"Action, Drama, Romance",hindi
Kharidaar,1978,126,6.9,24,Drama,hindi
Aalippazham,2002,137.5,6.4,10,Unknown,malayalam
Sabar,1996,126,6.9,24,Drama,hindi
Saavi,1985,125,4.9,7,Thriller,tamil
Aap Mujhe Achche Lagne Lage,2002,180,3.1,2330,"Action, Drama, Romance",hindi
Izzat Aabroo,2005,120,6,32,Thriller,hindi
Vrindavanam,1974,137.5,6.4,10,Unknown,malayalam
Mafia,1996,128,5,59,Action,hindi
Bandhur Path,1949,137.5,6.4,10,Unknown,bengali
Kamsin,1992,133,6.2,31,Romance,hindi
Mulaqat,2020,5,8.2,11,"Short, Musical",urdu
Arjun V/S Destiny,2009,46,6.05,15,Mystery,hindi
Radha Enna Pennkutti,1979,137.5,6.4,10,Unknown,malayalam
Hate Story 3,2015,126,4.5,2996,"Drama, Thriller",hindi
Pingami,1994,138,7.4,484,"Action, Comedy, Drama",malayalam
Santushti,2015,60,6.6,8,Music,nepali
Shehjar,2019,120,7.2,19,"Adventure, Drama, Mystery",hindi
Itihaas,2002,155,7.1,58,"Action, Crime, Drama",bengali
Aankhon Aankhon Mein,1978,126,6.9,24,Drama,urdu
Majanu,2001,149,6.9,24,Drama,kannada
Mol,2015,126,7.4,9,Drama,oriya
Arjun Dada,1993,137,5.5,21,Action,hindi
Mere Meharban,1992,133,6.2,31,Romance,hindi
